id,is_iceberg
5941774d,0.562320
4023181e,0.149442
b20200e4,0.033218
e7f018bb,0.995142
4371c8c3,0.271037
a8d9b1fd,0.992205
29e7727e,0.165828
92a51ffb,0.995324
c769ac97,0.012813
aee0547d,0.001280
565b28ac,0.000744
e04e9775,0.253732
8e8161d1,0.018945
4cf4d256,0.918686
139e5324,0.992691
f156976f,0.056478
68a117cc,0.500478
d9aa7a56,0.328961
9005b143,0.609761
5f6d3988,0.963964
9ad70954,0.013833
b9087b9e,0.870567
a39a1427,0.939435
82fbe8ed,0.573633
1fae4879,0.001997
6dd8f13d,0.018688
bbad5958,0.777647
54527583,0.120070
be8fa29c,0.565236
81a3328f,0.992900
1a3c0ab3,0.010435
4deeeb8b,0.988376
ac6d5632,0.370933
472dadb5,0.979861
96093f95,0.981729
f5b4e3df,0.948047
e01a3c92,0.056067
001680af,0.437507
8e639f33,0.480739
a2c16612,0.933246
a6d76474,0.077558
19c47684,0.962883
015827b6,0.049627
7df7f7ce,0.588291
0bbf1a3f,0.982638
636cfbb7,0.778702
7370030a,0.997980
43aa97ad,0.705933
ba2b5e63,0.987506
dfdd335b,0.873979
e79b13dc,0.137473
dc32b195,0.285786
6d868590,0.810049
75fa59aa,0.398097
ffe50836,0.548025
a7bfd784,0.956741
b3d569e3,0.076610
6c538c5b,0.232681
5c7c15f4,0.051699
0b745139,0.621056
fd14608e,0.116728
f0bc8305,0.021846
a10ccb28,0.996318
543304c7,0.738341
6c3a4078,0.003380
9b73cc75,0.148995
5c6c71b1,0.380807
09ee9186,0.773499
207c35cf,0.205941
153c813e,0.058595
5605d58b,0.557252
642ca396,0.012836
d32d72c0,0.802271
16646a17,0.985735
384074af,0.408523
69bf1e8c,0.471879
9e90a054,0.253472
89dbe7f7,0.989611
dbd27d22,0.990873
a2ea1561,0.087864
d63402af,0.025010
1ac8bb92,0.985729
8beffca5,0.219703
46741f3e,0.008846
e5ee6aa7,0.042800
5ecd892b,0.715810
69892166,0.046398
2f725a81,0.652580
810abfe4,0.070459
e6f973e6,0.759856
c60a5c46,0.129556
c42b9e08,0.218021
c3f00c23,0.166127
5307fdb8,0.972651
3e4f005e,0.029817
4a4cc2e0,0.886500
9bdd88d1,0.001604
0d832bed,0.034806
14a134fa,0.749218
78a41676,0.038603
0bd4658e,0.815128
4a311bb0,0.991459
f939c817,0.033402
956adc4d,0.953283
f8a119f5,0.877402
61faa1ad,0.159150
6725eb3e,0.011606
17b3a8fd,0.663968
49a88dfc,0.065915
2d6ec645,0.581865
0d4d77ba,0.649255
3ee672a2,0.988946
738b41fd,0.553300
f7fb320d,0.401715
b42fad18,0.006153
4ab8b00a,0.141412
f7870f2b,0.236402
4978666a,0.882607
f1b0d6c7,0.023357
5642407f,0.020587
36d4ff92,0.958649
4139aba2,0.402572
7585ce58,0.443852
33e25984,0.993287
ac46f3c9,0.123374
fc34a5b8,0.606741
85c36a8f,0.848054
b2d8a426,0.492103
13ec60d1,0.792446
9d440f42,0.828615
1c0a891e,0.609468
981c3bc3,0.983414
295604f4,0.342205
16ca16c3,0.981634
b4dda837,0.664425
88d088ef,0.507088
1b4fa160,0.935415
f371bd82,0.758435
b130a0b7,0.997456
ebf1de82,0.991704
01e651c3,0.099093
51b1fecc,0.008784
fa635a31,0.003424
97b7d789,0.419334
2f598053,0.029032
c0e3e148,0.719108
cfa175a8,0.268974
3d7e09d8,0.977947
44a13d1b,0.737996
c66b0948,0.179968
976a6d64,0.214054
8bbd8909,0.957601
522890fd,0.141647
f23a3b95,0.412922
680039dc,0.205259
93028e53,0.986477
22a16932,0.114650
