id,is_iceberg
5941774d,0.684489
4023181e,0.302426
b20200e4,0.016824
e7f018bb,0.953667
4371c8c3,0.306711
a8d9b1fd,0.835749
29e7727e,0.122141
92a51ffb,0.993995
c769ac97,0.009321
aee0547d,0.006429
565b28ac,0.003757
e04e9775,0.246053
8e8161d1,0.022385
4cf4d256,0.737881
139e5324,0.553543
f156976f,0.069033
68a117cc,0.269624
d9aa7a56,0.664602
9005b143,0.267647
5f6d3988,0.871118
9ad70954,0.251684
b9087b9e,0.757762
a39a1427,0.647713
82fbe8ed,0.063774
1fae4879,0.006672
6dd8f13d,0.016534
bbad5958,0.832603
54527583,0.081801
be8fa29c,0.643664
81a3328f,0.988031
1a3c0ab3,0.011884
4deeeb8b,0.819126
ac6d5632,0.072377
472dadb5,0.795362
96093f95,0.975100
f5b4e3df,0.946228
e01a3c92,0.179534
001680af,0.194829
8e639f33,0.681078
a2c16612,0.852578
a6d76474,0.020294
19c47684,0.778381
015827b6,0.056020
7df7f7ce,0.197598
0bbf1a3f,0.902544
636cfbb7,0.796613
7370030a,0.995612
43aa97ad,0.106325
ba2b5e63,0.981003
dfdd335b,0.779950
e79b13dc,0.034338
dc32b195,0.040072
6d868590,0.970746
75fa59aa,0.085542
ffe50836,0.355821
a7bfd784,0.981375
b3d569e3,0.015013
6c538c5b,0.702177
5c7c15f4,0.054607
0b745139,0.448839
fd14608e,0.145029
f0bc8305,0.075427
a10ccb28,0.991213
543304c7,0.604696
6c3a4078,0.001771
9b73cc75,0.379689
5c6c71b1,0.861487
09ee9186,0.589483
207c35cf,0.115582
153c813e,0.034553
5605d58b,0.768373
642ca396,0.024076
d32d72c0,0.312781
16646a17,0.925114
384074af,0.081788
69bf1e8c,0.276810
9e90a054,0.090568
89dbe7f7,0.991568
dbd27d22,0.778691
a2ea1561,0.216546
d63402af,0.147915
1ac8bb92,0.909139
8beffca5,0.068149
46741f3e,0.016542
e5ee6aa7,0.083974
5ecd892b,0.654574
69892166,0.006534
2f725a81,0.136846
810abfe4,0.025577
e6f973e6,0.247579
c60a5c46,0.109231
c42b9e08,0.018582
c3f00c23,0.124941
5307fdb8,0.958463
3e4f005e,0.027809
4a4cc2e0,0.717543
9bdd88d1,0.006928
0d832bed,0.093235
14a134fa,0.122882
78a41676,0.006559
0bd4658e,0.226185
4a311bb0,0.719913
f939c817,0.070251
956adc4d,0.967825
f8a119f5,0.758503
61faa1ad,0.071932
6725eb3e,0.105804
17b3a8fd,0.021216
49a88dfc,0.032587
2d6ec645,0.406379
0d4d77ba,0.645710
3ee672a2,0.966278
738b41fd,0.167621
f7fb320d,0.640935
b42fad18,0.192906
4ab8b00a,0.849554
f7870f2b,0.740387
4978666a,0.953549
f1b0d6c7,0.057632
5642407f,0.104590
36d4ff92,0.990507
4139aba2,0.370941
7585ce58,0.939324
33e25984,0.980386
ac46f3c9,0.132583
fc34a5b8,0.668163
85c36a8f,0.962727
b2d8a426,0.779732
13ec60d1,0.358122
9d440f42,0.810358
1c0a891e,0.903958
981c3bc3,0.906389
295604f4,0.134354
