id,is_iceberg
5941774d,0.653033
4023181e,0.105840
b20200e4,0.018565
e7f018bb,0.978584
4371c8c3,0.087666
a8d9b1fd,0.489235
29e7727e,0.057954
92a51ffb,0.993696
c769ac97,0.026400
aee0547d,0.008463
565b28ac,0.003904
e04e9775,0.151244
8e8161d1,0.029969
4cf4d256,0.221619
139e5324,0.362692
f156976f,0.061298
68a117cc,0.323630
d9aa7a56,0.510060
9005b143,0.294583
5f6d3988,0.753294
9ad70954,0.082034
b9087b9e,0.713305
a39a1427,0.414153
82fbe8ed,0.061890
1fae4879,0.010286
6dd8f13d,0.015646
bbad5958,0.299490
54527583,0.111304
be8fa29c,0.540887
81a3328f,0.981090
1a3c0ab3,0.009235
4deeeb8b,0.389653
ac6d5632,0.100494
472dadb5,0.338962
96093f95,0.964046
f5b4e3df,0.845658
e01a3c92,0.087353
001680af,0.067127
8e639f33,0.383671
a2c16612,0.698357
a6d76474,0.023838
19c47684,0.423526
015827b6,0.050236
7df7f7ce,0.310207
0bbf1a3f,0.341492
636cfbb7,0.468662
7370030a,0.991292
43aa97ad,0.072672
ba2b5e63,0.981815
dfdd335b,0.706536
e79b13dc,0.037285
dc32b195,0.043619
6d868590,0.942628
75fa59aa,0.064606
ffe50836,0.082194
a7bfd784,0.976875
b3d569e3,0.032017
6c538c5b,0.237387
5c7c15f4,0.100474
0b745139,0.459082
fd14608e,0.138021
f0bc8305,0.074713
a10ccb28,0.988028
543304c7,0.557447
6c3a4078,0.001216
9b73cc75,0.353343
5c6c71b1,0.300679
09ee9186,0.379563
207c35cf,0.097898
153c813e,0.036345
5605d58b,0.485505
642ca396,0.037931
d32d72c0,0.106500
16646a17,0.898050
384074af,0.067602
69bf1e8c,0.096057
9e90a054,0.064105
89dbe7f7,0.976231
dbd27d22,0.769136
a2ea1561,0.083748
d63402af,0.083114
1ac8bb92,0.857733
8beffca5,0.061430
46741f3e,0.014530
e5ee6aa7,0.122105
5ecd892b,0.397125
69892166,0.008986
2f725a81,0.174910
810abfe4,0.050324
e6f973e6,0.073789
c60a5c46,0.119517
c42b9e08,0.079529
c3f00c23,0.099974
5307fdb8,0.850680
3e4f005e,0.036633
4a4cc2e0,0.414735
9bdd88d1,0.006212
0d832bed,0.045936
14a134fa,0.108871
78a41676,0.023426
0bd4658e,0.175760
4a311bb0,0.322680
f939c817,0.094414
956adc4d,0.963448
f8a119f5,0.379049
61faa1ad,0.059908
6725eb3e,0.085114
17b3a8fd,0.042931
49a88dfc,0.025484
2d6ec645,0.248221
0d4d77ba,0.200171
3ee672a2,0.965777
738b41fd,0.114187
f7fb320d,0.215188
b42fad18,0.032569
4ab8b00a,0.489077
f7870f2b,0.451238
4978666a,0.831121
f1b0d6c7,0.041616
5642407f,0.040390
36d4ff92,0.969686
4139aba2,0.095761
7585ce58,0.705108
33e25984,0.927414
ac46f3c9,0.112707
fc34a5b8,0.354840
85c36a8f,0.697127
b2d8a426,0.183236
13ec60d1,0.330538
9d440f42,0.379357
1c0a891e,0.572370
981c3bc3,0.912878
295604f4,0.065945
16ca16c3,0.405692
b4dda837,0.026999
88d088ef,0.069366
1b4fa160,0.343844
f371bd82,0.380810
b130a0b7,0.992669
ebf1de82,0.246058
01e651c3,0.065953
51b1fecc,0.070790
fa635a31,0.004632
97b7d789,0.277413
2f598053,0.059248
c0e3e148,0.090133
cfa175a8,0.267211
3d7e09d8,0.975637
44a13d1b,0.531589
c66b0948,0.214593
976a6d64,0.107661
8bbd8909,0.489260
522890fd,0.087247
f23a3b95,0.077277
680039dc,0.075338
93028e53,0.397379
22a16932,0.059314
7d8126d2,0.052425
ba2ecd75,0.006732
8071bdd7,0.081543
96d5aeee,0.011120
154be68f,0.511286
d8c2bfe2,0.985424
f76d47b0,0.606252
0e781ade,0.053557
13cf6060,0.003096
cd99f710,0.073325
d10005bb,0.048074
3a31445f,0.966784
3157202d,0.186531
6ee64703,0.841826
e5de8685,0.066715
02cc70ba,0.063128
50984a87,0.421633
fa94957a,0.896945
eab406b4,0.387157
3ad39398,0.137049
9ecf3802,0.079343
6048ae7b,0.006002
9dc68871,0.050308
13701465,0.090504
8d8779f3,0.027744
0712f269,0.088178
722c2597,0.025005
478a2b08,0.478344
38f5fb41,0.406474
c52ad74d,0.973440
0c85fd09,0.002295
f1582cba,0.953567
ff836697,0.760089
ddfe4802,0.082706
3cef3bc7,0.938636
6a21542b,0.492742
150e23c4,0.965058
078c6d99,0.912878
1dcd1dc3,0.016206
39967e45,0.205364
6b6333aa,0.002667
4ae61433,0.069139
f96362e0,0.036179
97a88aac,0.165508
427ae8ce,0.065802
209d4b15,0.034956
64b453bd,0.002596
0f5a484e,0.534215
5ac74969,0.878328
736ed43e,0.071342
8533795f,0.098139
f5b54fb6,0.797077
6eb4c041,0.266714
97afdf42,0.532646
1bb488db,0.051170
f132e44d,0.036395
d3c2f140,0.128095
1756794d,0.518017
9efcc11f,0.020817
14c966cf,0.301975
59cfe4d1,0.168014
883151f4,0.064625
34c4c9ff,0.093090
70b4c2eb,0.869284
96a337d9,0.227261
7fe89ffa,0.525440
057c7a22,0.014242
451cc057,0.112722
05076700,0.042346
dc52f6c1,0.169326
b03a59f9,0.049132
129ed4b0,0.062905
fb611563,0.987686
ac32e6f1,0.120549
c05c5ab0,0.216423
3163d5ed,0.520295
02096ca4,0.140526
e92496c0,0.072960
1a9e2c50,0.978952
0864e334,0.398101
d976faeb,0.063509
1d7b342f,0.052283
281bc1ea,0.003225
bea9f0cf,0.137072
f4afa0e6,0.003968
e1b5ef69,0.633502
b50539fd,0.048390
2a8c9c15,0.469184
157ebb0c,0.937341
247d3614,0.051897
0c6cc0cb,0.050669
aae88d39,0.043392
0c77b464,0.014962
963cf5ea,0.730281
1b371d8b,0.710331
225bc00f,0.021747
