id,is_iceberg
5941774d,0.977078
4023181e,0.089665
b20200e4,0.002479
e7f018bb,0.999311
4371c8c3,0.165267
a8d9b1fd,0.349429
29e7727e,0.029632
92a51ffb,0.999972
c769ac97,0.003643
aee0547d,0.018491
565b28ac,0.001611
e04e9775,0.801313
8e8161d1,0.007155
4cf4d256,0.009800
139e5324,0.022956
f156976f,0.006365
68a117cc,0.001642
d9aa7a56,0.006506
9005b143,0.004442
5f6d3988,0.980793
9ad70954,0.007973
b9087b9e,0.923166
a39a1427,0.011475
82fbe8ed,0.001177
1fae4879,0.008472
6dd8f13d,0.002136
bbad5958,0.100038
54527583,0.001483
be8fa29c,0.102946
81a3328f,0.999918
1a3c0ab3,0.000531
4deeeb8b,0.536138
ac6d5632,0.001615
472dadb5,0.014334
96093f95,0.994243
f5b4e3df,0.957837
e01a3c92,0.024558
001680af,0.016264
8e639f33,0.485644
a2c16612,0.958385
a6d76474,0.000985
19c47684,0.023504
015827b6,0.004665
7df7f7ce,0.003988
0bbf1a3f,0.016941
636cfbb7,0.980621
7370030a,0.998291
43aa97ad,0.003894
ba2b5e63,0.999829
dfdd335b,0.005826
e79b13dc,0.001967
dc32b195,0.002534
6d868590,0.998937
75fa59aa,0.003201
ffe50836,0.008807
a7bfd784,0.999470
b3d569e3,0.000546
6c538c5b,0.026431
5c7c15f4,0.001401
0b745139,0.006342
fd14608e,0.021615
f0bc8305,0.000608
a10ccb28,0.999861
543304c7,0.006083
6c3a4078,0.000791
9b73cc75,0.052809
5c6c71b1,0.038578
09ee9186,0.004623
207c35cf,0.001432
153c813e,0.001269
5605d58b,0.003680
642ca396,0.008346
d32d72c0,0.186049
16646a17,0.998035
384074af,0.004131
69bf1e8c,0.027882
9e90a054,0.014939
89dbe7f7,0.999701
dbd27d22,0.003496
a2ea1561,0.004977
d63402af,0.002058
1ac8bb92,0.997156
8beffca5,0.003461
46741f3e,0.000892
e5ee6aa7,0.002669
5ecd892b,0.968445
69892166,0.002337
2f725a81,0.010053
810abfe4,0.001503
e6f973e6,0.022364
c60a5c46,0.005007
c42b9e08,0.478996
c3f00c23,0.001840
5307fdb8,0.997314
3e4f005e,0.024778
4a4cc2e0,0.978163
9bdd88d1,0.009156
0d832bed,0.006407
14a134fa,0.002785
78a41676,0.001384
0bd4658e,0.001923
4a311bb0,0.025899
f939c817,0.004133
956adc4d,0.998347
f8a119f5,0.103655
61faa1ad,0.002600
6725eb3e,0.005342
17b3a8fd,0.007084
49a88dfc,0.004490
2d6ec645,0.008884
0d4d77ba,0.001185
3ee672a2,0.999959
738b41fd,0.002801
f7fb320d,0.005799
b42fad18,0.200685
4ab8b00a,0.009820
f7870f2b,0.508875
4978666a,0.022349
f1b0d6c7,0.003681
5642407f,0.059525
36d4ff92,0.996275
4139aba2,0.024450
7585ce58,0.022701
33e25984,0.999975
ac46f3c9,0.001049
fc34a5b8,0.414691
85c36a8f,0.006195
b2d8a426,0.109946
13ec60d1,0.976002
9d440f42,0.002630
1c0a891e,0.009745
981c3bc3,0.999298
295604f4,0.000710
16ca16c3,0.079757
b4dda837,0.148575
88d088ef,0.003540
1b4fa160,0.004849
f371bd82,0.007187
b130a0b7,0.999886
ebf1de82,0.003657
01e651c3,0.001981
51b1fecc,0.002390
fa635a31,0.003166
97b7d789,0.003832
2f598053,0.004735
c0e3e148,0.022647
cfa175a8,0.329311
3d7e09d8,0.993837
44a13d1b,0.988462
c66b0948,0.001967
976a6d64,0.072759
8bbd8909,0.077284
522890fd,0.049612
f23a3b95,0.014291
680039dc,0.002521
93028e53,0.181047
22a16932,0.001325
7d8126d2,0.023753
ba2ecd75,0.307651
8071bdd7,0.019311
96d5aeee,0.002009
154be68f,0.891051
d8c2bfe2,0.998341
f76d47b0,0.183513
0e781ade,0.004758
13cf6060,0.000804
cd99f710,0.003328
d10005bb,0.000929
3a31445f,0.999745
3157202d,0.003862
6ee64703,0.024847
e5de8685,0.003879
02cc70ba,0.002917
50984a87,0.791808
fa94957a,0.999376
eab406b4,0.942721
3ad39398,0.832927
9ecf3802,0.001476
6048ae7b,0.035697
9dc68871,0.001906
13701465,0.613483
8d8779f3,0.012944
0712f269,0.004171
722c2597,0.027550
478a2b08,0.008251
38f5fb41,0.003069
c52ad74d,0.995930
0c85fd09,0.000633
f1582cba,0.990739
ff836697,0.988382
ddfe4802,0.001657
3cef3bc7,0.999928
6a21542b,0.046507
150e23c4,0.997866
078c6d99,0.995648
1dcd1dc3,0.000791
39967e45,0.002400
6b6333aa,0.000221
4ae61433,0.001556
f96362e0,0.008739
97a88aac,0.021156
427ae8ce,0.002931
209d4b15,0.012946
64b453bd,0.000297
0f5a484e,0.012874
5ac74969,0.825094
736ed43e,0.028689
8533795f,0.002831
f5b54fb6,0.460416
6eb4c041,0.197968
97afdf42,0.816555
1bb488db,0.000813
f132e44d,0.003314
d3c2f140,0.001093
1756794d,0.001843
9efcc11f,0.001100
14c966cf,0.117043
59cfe4d1,0.002812
883151f4,0.008353
34c4c9ff,0.002285
70b4c2eb,0.874738
96a337d9,0.001528
7fe89ffa,0.270181
057c7a22,0.000270
451cc057,0.003597
05076700,0.006372
dc52f6c1,0.002842
b03a59f9,0.000867
129ed4b0,0.006375
fb611563,0.999212
ac32e6f1,0.001069
c05c5ab0,0.003098
3163d5ed,0.005616
02096ca4,0.002095
e92496c0,0.000973
1a9e2c50,0.998623
0864e334,0.793801
d976faeb,0.006384
1d7b342f,0.000956
281bc1ea,0.000496
bea9f0cf,0.003454
f4afa0e6,0.001018
e1b5ef69,0.007183
b50539fd,0.002211
2a8c9c15,0.020479
157ebb0c,0.998551
247d3614,0.003137
0c6cc0cb,0.002445
aae88d39,0.001550
0c77b464,0.203913
963cf5ea,0.039694
1b371d8b,0.979908
225bc00f,0.067923
bc0a4eec,0.001342
1099782e,0.008824
a18feadd,0.995793
ad7f4932,0.055447
5f8f831e,0.297994
b5167c35,0.040633
0230b06d,0.003199
f8d7f7ba,0.000727
08bd1053,0.117155
58e4dc8c,0.003122
4793ce8e,0.011116
304caab4,0.000814
f2ee6d7f,0.883673
e1f9c0e4,0.003857
8e40401c,0.186273
5d9eaba2,0.003492
55e7562c,0.004009
9da6cb4b,0.092670
c3c1c8ec,0.001776
3b38698e,0.007981
6c9eb909,0.005150
482a3d1d,0.001361
0e9918f0,0.549152
ef894fd2,0.001467
4b82e7f7,0.999973
b9cdd7fb,0.067656
94a496f4,0.000861
995eacae,0.001704
41b02e58,0.998014
69f04617,0.001292
c889a03c,0.999962
91f98acf,0.999026
9135c19f,0.999708
1f0e9c09,0.002664
260d6e8e,0.001513
46334397,0.001697
f34ddf31,0.005308
4d6177d7,0.755265
76a57270,0.020208
217b8cea,0.003241
9a45a566,0.000457
1b55c75e,0.000459
7bd92ec6,0.999750
6c409f41,0.002336
df3e48eb,0.005326
62723e57,0.002997
b8e627bf,0.000947
86bb5d85,0.001921
77e5034c,0.741878
607079e5,0.056852
96879fb4,0.001814
6afe606d,0.945059
4129802f,0.917098
a42300ef,0.002353
1af842f5,0.991484
3fe57d78,0.999117
f4e60ed5,0.999107
68c8337b,0.004968
914ed5b5,0.006017
a6bb5987,0.010040
c781c439,0.001055
47a1a25e,0.025982
80ea0713,0.995139
a9d001bc,0.001053
f94d098a,0.010434
3e230e0e,0.008399
24afa485,0.001594
bc37db7f,0.001100
83f99e4d,0.007867
1a8d86f7,0.141581
38136419,0.368947
d393e637,0.001976
36902570,0.998046
327f7b25,0.999698
3f8543c6,0.003239
a0d42a70,0.916037
e07ba430,0.000930
c6e53803,0.009361
fec4dad8,0.002391
933fc5ba,0.024106
c27eda4e,0.998347
9b94d2c2,0.017338
a2dbdb31,0.020733
816258dd,0.021909
81f11218,0.000778
c4bd9d04,0.006049
c6ce9bf9,0.972340
a7b3cc29,0.000984
527870bf,0.002150
9af26068,0.999964
0b591e70,0.995517
2b1e57c5,0.890855
194db786,0.940258
e09ba644,0.999283
fa2ed3e5,0.998142
1ba92726,0.059148
8c8f45b4,0.000725
f8889f44,0.001096
598e255b,0.002753
45f1aa7a,0.248290
022956a3,0.001634
d406064d,0.005429
76617947,0.000963
d0e5dccb,0.013033
33271da6,0.006900
0840e2b1,0.199444
521a9f4d,0.962534
7286b1dc,0.252318
5b6acc2d,0.001471
e034cd34,0.001864
46577660,0.001722
bb4d6f24,0.000522
bfc7a3f2,0.012975
abc66be8,0.077358
3627189f,0.999982
e49a77f6,0.000810
a209d7ee,0.010884
dee69cf6,0.943356
9a6261a0,0.001629
a8e444c6,0.028865
a6a66a28,0.999924
db7022ff,0.004633
0dfb45d9,0.083508
81c983aa,0.002593
a98fb5e1,0.999118
99e004d7,0.000929
d16e5fbb,0.006556
3c352f9e,0.047826
12202699,0.005887
86af0236,0.928954
f3703e6f,0.956000
4a71dc34,0.004032
321edcdc,0.003209
e365a657,0.000626
45755c9c,0.026991
873b0829,0.001791
72ccd009,0.002726
205243d9,0.997032
d9202f36,0.001740
9d0c30b0,0.210461
56644ace,0.001851
c63f527f,0.006101
bb84b9bd,0.999260
6f68caf0,0.007877
