id,is_iceberg
5941774d,0.383842
4023181e,0.047591
b20200e4,0.035624
e7f018bb,0.986744
4371c8c3,0.069155
a8d9b1fd,0.864237
29e7727e,0.048169
92a51ffb,0.990147
c769ac97,0.001965
aee0547d,0.000412
565b28ac,0.000390
e04e9775,0.089314
8e8161d1,0.006719
4cf4d256,0.638835
139e5324,0.965176
f156976f,0.034208
68a117cc,0.407860
d9aa7a56,0.254950
9005b143,0.424933
5f6d3988,0.966335
9ad70954,0.009377
b9087b9e,0.790707
a39a1427,0.789741
82fbe8ed,0.206272
1fae4879,0.001200
6dd8f13d,0.035161
bbad5958,0.376340
54527583,0.170596
be8fa29c,0.336388
81a3328f,0.990922
1a3c0ab3,0.070119
4deeeb8b,0.937102
ac6d5632,0.446848
472dadb5,0.966068
96093f95,0.970874
f5b4e3df,0.944133
e01a3c92,0.027683
001680af,0.243071
8e639f33,0.505377
a2c16612,0.944081
a6d76474,0.080860
19c47684,0.817650
015827b6,0.034952
7df7f7ce,0.800973
0bbf1a3f,0.964220
636cfbb7,0.712903
7370030a,0.996510
43aa97ad,0.217590
ba2b5e63,0.994578
dfdd335b,0.798953
e79b13dc,0.139197
dc32b195,0.378382
6d868590,0.871680
75fa59aa,0.221402
ffe50836,0.807253
a7bfd784,0.966356
b3d569e3,0.040941
6c538c5b,0.199048
5c7c15f4,0.281203
0b745139,0.853199
fd14608e,0.078303
f0bc8305,0.030755
a10ccb28,0.994162
543304c7,0.834637
6c3a4078,0.001091
9b73cc75,0.243362
5c6c71b1,0.550502
09ee9186,0.778892
207c35cf,0.038551
153c813e,0.601888
5605d58b,0.462945
642ca396,0.007372
d32d72c0,0.427466
16646a17,0.967408
384074af,0.592229
69bf1e8c,0.188224
9e90a054,0.220525
89dbe7f7,0.992414
dbd27d22,0.972391
a2ea1561,0.063045
d63402af,0.027473
1ac8bb92,0.959573
8beffca5,0.125519
46741f3e,0.029132
e5ee6aa7,0.131199
5ecd892b,0.556535
69892166,0.009668
2f725a81,0.853745
810abfe4,0.090699
e6f973e6,0.396434
c60a5c46,0.042048
c42b9e08,0.092885
c3f00c23,0.291996
5307fdb8,0.926244
3e4f005e,0.009466
4a4cc2e0,0.791060
9bdd88d1,0.000688
0d832bed,0.047915
14a134fa,0.386198
78a41676,0.006576
0bd4658e,0.603569
4a311bb0,0.967834
f939c817,0.147909
956adc4d,0.969639
f8a119f5,0.737775
61faa1ad,0.110273
6725eb3e,0.040065
17b3a8fd,0.384658
49a88dfc,0.052954
2d6ec645,0.294783
0d4d77ba,0.732606
3ee672a2,0.985113
738b41fd,0.234604
f7fb320d,0.252658
b42fad18,0.007813
4ab8b00a,0.093666
f7870f2b,0.138492
4978666a,0.864244
f1b0d6c7,0.007844
5642407f,0.020094
36d4ff92,0.966934
4139aba2,0.223397
7585ce58,0.555045
33e25984,0.983185
ac46f3c9,0.158331
fc34a5b8,0.552395
85c36a8f,0.877329
b2d8a426,0.412049
13ec60d1,0.791332
9d440f42,0.648284
1c0a891e,0.388123
981c3bc3,0.982639
295604f4,0.080960
16ca16c3,0.779609
b4dda837,0.380485
88d088ef,0.294697
1b4fa160,0.903556
f371bd82,0.630840
b130a0b7,0.995055
ebf1de82,0.861139
01e651c3,0.054522
51b1fecc,0.015435
fa635a31,0.006103
97b7d789,0.436406
2f598053,0.013136
c0e3e148,0.297863
cfa175a8,0.191948
3d7e09d8,0.973529
44a13d1b,0.710820
c66b0948,0.093778
976a6d64,0.131001
8bbd8909,0.980301
522890fd,0.082514
