id,is_iceberg
5941774d,0.000000
4023181e,0.002718
b20200e4,0.000000
e7f018bb,0.990814
4371c8c3,0.000000
a8d9b1fd,0.000000
29e7727e,0.000007
92a51ffb,0.999999
c769ac97,0.000000
aee0547d,0.000006
565b28ac,0.000000
e04e9775,0.000001
8e8161d1,0.000000
4cf4d256,0.977017
139e5324,0.000000
f156976f,0.000001
68a117cc,0.000000
d9aa7a56,0.000000
9005b143,0.000000
5f6d3988,0.999999
9ad70954,0.000000
b9087b9e,0.000003
a39a1427,0.000000
82fbe8ed,0.042526
1fae4879,0.000000
6dd8f13d,0.000000
bbad5958,0.000019
54527583,0.000000
be8fa29c,0.000000
81a3328f,0.997743
1a3c0ab3,0.000000
4deeeb8b,0.000000
ac6d5632,0.000000
472dadb5,0.000000
96093f95,0.929430
f5b4e3df,0.999256
e01a3c92,0.000000
001680af,0.000000
8e639f33,0.000088
a2c16612,0.128551
a6d76474,0.000000
19c47684,0.000000
015827b6,0.000000
7df7f7ce,0.000000
0bbf1a3f,0.003368
636cfbb7,0.980544
7370030a,0.999970
43aa97ad,0.000000
ba2b5e63,0.999142
dfdd335b,0.000000
e79b13dc,0.000000
dc32b195,0.085172
6d868590,0.999996
75fa59aa,0.000000
ffe50836,0.000000
a7bfd784,0.999967
b3d569e3,0.001314
6c538c5b,0.002369
5c7c15f4,0.000000
0b745139,0.000000
fd14608e,0.000000
f0bc8305,0.000000
a10ccb28,1.000000
543304c7,0.000084
6c3a4078,0.000000
9b73cc75,0.000000
5c6c71b1,0.000004
09ee9186,0.000000
207c35cf,0.000000
153c813e,0.000000
5605d58b,0.000000
642ca396,0.000031
d32d72c0,0.000008
16646a17,1.000000
384074af,0.000000
69bf1e8c,0.987851
9e90a054,0.000201
89dbe7f7,1.000000
dbd27d22,0.000000
a2ea1561,0.000000
d63402af,0.000002
1ac8bb92,0.999398
8beffca5,0.000000
46741f3e,0.000000
e5ee6aa7,0.000000
5ecd892b,0.997058
69892166,0.000001
2f725a81,0.083771
810abfe4,0.000000
e6f973e6,0.000000
c60a5c46,0.000000
c42b9e08,0.999958
c3f00c23,0.000000
5307fdb8,0.998904
3e4f005e,0.000006
4a4cc2e0,0.999886
9bdd88d1,0.000000
0d832bed,0.000019
14a134fa,0.000000
78a41676,0.000000
0bd4658e,0.000000
4a311bb0,0.000221
f939c817,0.000000
956adc4d,0.999930
f8a119f5,0.965503
61faa1ad,0.000000
6725eb3e,0.000000
17b3a8fd,0.000000
49a88dfc,0.000000
2d6ec645,0.000001
0d4d77ba,0.087700
3ee672a2,1.000000
738b41fd,0.000238
f7fb320d,0.000445
b42fad18,0.000000
4ab8b00a,0.000005
f7870f2b,0.000000
