id,is_iceberg
5941774d,0.234542
4023181e,0.023262
b20200e4,0.002030
e7f018bb,0.989305
4371c8c3,0.017617
a8d9b1fd,0.571898
29e7727e,0.003883
92a51ffb,0.973667
c769ac97,0.049430
aee0547d,0.000786
565b28ac,0.000929
e04e9775,0.005758
8e8161d1,0.000756
4cf4d256,0.127129
139e5324,0.569340
f156976f,0.001400
68a117cc,0.049311
d9aa7a56,0.310078
9005b143,0.427872
5f6d3988,0.787807
9ad70954,0.006871
b9087b9e,0.682263
a39a1427,0.352358
82fbe8ed,0.093567
1fae4879,0.052449
6dd8f13d,0.000571
bbad5958,0.137581
54527583,0.001258
be8fa29c,0.377982
81a3328f,0.997369
1a3c0ab3,0.001933
4deeeb8b,0.131387
ac6d5632,0.002655
472dadb5,0.183004
96093f95,0.988005
f5b4e3df,0.333507
e01a3c92,0.003091
001680af,0.014735
8e639f33,0.602882
a2c16612,0.954212
a6d76474,0.009813
19c47684,0.053777
015827b6,0.002278
7df7f7ce,0.908813
0bbf1a3f,0.195118
636cfbb7,0.162876
7370030a,0.980876
43aa97ad,0.276540
ba2b5e63,0.996549
dfdd335b,0.191026
e79b13dc,0.002555
dc32b195,0.005968
6d868590,0.439658
75fa59aa,0.012505
ffe50836,0.043376
a7bfd784,0.960776
b3d569e3,0.016480
6c538c5b,0.012713
5c7c15f4,0.020550
0b745139,0.664569
fd14608e,0.715950
f0bc8305,0.002487
a10ccb28,0.989351
543304c7,0.328793
6c3a4078,0.005383
9b73cc75,0.372974
5c6c71b1,0.646411
09ee9186,0.062227
207c35cf,0.006159
153c813e,0.091770
5605d58b,0.225710
642ca396,0.007622
d32d72c0,0.006214
16646a17,0.990285
384074af,0.071667
69bf1e8c,0.027258
9e90a054,0.008087
89dbe7f7,0.983157
dbd27d22,0.042799
a2ea1561,0.003233
d63402af,0.004286
1ac8bb92,0.973796
8beffca5,0.006240
46741f3e,0.001040
e5ee6aa7,0.003295
5ecd892b,0.585388
69892166,0.014505
2f725a81,0.974822
810abfe4,0.000450
e6f973e6,0.006301
c60a5c46,0.008765
c42b9e08,0.784060
c3f00c23,0.026960
5307fdb8,0.963896
3e4f005e,0.003022
4a4cc2e0,0.747928
9bdd88d1,0.002420
0d832bed,0.031893
14a134fa,0.014125
