id,is_iceberg
5941774d,0.853767
4023181e,0.314042
b20200e4,0.016681
e7f018bb,0.827923
4371c8c3,0.186249
a8d9b1fd,0.585522
29e7727e,0.187723
92a51ffb,0.977900
c769ac97,0.006525
aee0547d,0.002313
565b28ac,0.015716
e04e9775,0.419875
8e8161d1,0.032434
4cf4d256,0.270490
139e5324,0.587081
f156976f,0.105870
68a117cc,0.481411
d9aa7a56,0.731428
9005b143,0.539822
5f6d3988,0.743337
9ad70954,0.166250
b9087b9e,0.911132
a39a1427,0.555651
82fbe8ed,0.126550
1fae4879,0.016035
6dd8f13d,0.029431
bbad5958,0.539161
54527583,0.079387
be8fa29c,0.642550
81a3328f,0.956241
1a3c0ab3,0.008268
4deeeb8b,0.660486
ac6d5632,0.126011
472dadb5,0.583877
96093f95,0.917751
f5b4e3df,0.936406
e01a3c92,0.132756
001680af,0.295811
8e639f33,0.444679
a2c16612,0.669467
a6d76474,0.059470
19c47684,0.546824
015827b6,0.119796
7df7f7ce,0.579950
0bbf1a3f,0.571382
636cfbb7,0.612415
7370030a,0.986394
43aa97ad,0.580881
ba2b5e63,0.956644
dfdd335b,0.527354
e79b13dc,0.018063
dc32b195,0.087201
6d868590,0.937540
75fa59aa,0.238807
ffe50836,0.095768
a7bfd784,0.949752
b3d569e3,0.146499
6c538c5b,0.378556
5c7c15f4,0.372548
0b745139,0.723521
fd14608e,0.232813
f0bc8305,0.136466
a10ccb28,0.969090
543304c7,0.484013
6c3a4078,0.000423
9b73cc75,0.096083
5c6c71b1,0.277355
09ee9186,0.527078
207c35cf,0.188745
153c813e,0.200432
5605d58b,0.774887
642ca396,0.074770
d32d72c0,0.331915
16646a17,0.900108
384074af,0.059693
69bf1e8c,0.253928
9e90a054,0.082350
89dbe7f7,0.970455
dbd27d22,0.642594
a2ea1561,0.181554
d63402af,0.151541
1ac8bb92,0.833338
8beffca5,0.143909
46741f3e,0.010763
e5ee6aa7,0.124808
5ecd892b,0.417271
69892166,0.004283
2f725a81,0.709219
810abfe4,0.042341
e6f973e6,0.375430
c60a5c46,0.128453
c42b9e08,0.489931
c3f00c23,0.126876
5307fdb8,0.775902
3e4f005e,0.103587
4a4cc2e0,0.430790
9bdd88d1,0.009936
0d832bed,0.078458
14a134fa,0.130731
78a41676,0.019708
0bd4658e,0.358213
4a311bb0,0.326591
f939c817,0.068233
956adc4d,0.921383
f8a119f5,0.449628
61faa1ad,0.259936
6725eb3e,0.153169
17b3a8fd,0.230995
49a88dfc,0.118802
2d6ec645,0.446505
0d4d77ba,0.308456
3ee672a2,0.954937
738b41fd,0.133452
f7fb320d,0.330927
b42fad18,0.065534
